,submitdate_0,startlanguage_0,seed_0,startdate_0,socio1_0,rse1_0,edu2_0,rse3_0,soft2can_0,soft1can_0,open1de_0,rse4de_0,ukrse1_0,org1can_0,org1cz_0,org1swiss_0,org2can[SQ001]_0,org2can[SQ002]_0,org2can[SQ003]_0,org2can[SQ004]_0,org2can[SQ005]_0,org2can[other]_0,ukrse12sa_0,org3us_0,org4us_0,org5us_0,org3nord[1]_0,org3nord[2]_0,org3nord[3]_0,org3nord[4]_0,org3nord[5]_0,org3nord[6]_0,org3nord[7]_0,org3nord[other]_0,org4nord[1]_0,org4nord[2]_0,org4nord[3]_0,org4nord[4]_0,org4nord[5]_0,org4nord[6]_0,org4nord[7]_0,org4nord[8]_0,org4nord[9]_0,org4nord[10]_0,org4nord[other]_0,currentEmp1_0,currentEmp1[other]_0,currentEmp1qde_0,currentEmp1qde[other]_0,currentEmp1qswiss_0,currentEmp1qswiss[other]_0,currentEmp1nl_0,currentEmp1nl[other]_0,currentEmp11qcl_0,currentEmp11qcl[other]_0,currentEmp1qzaf_0,currentEmp11qzaf_0,currentEmp20deqde_0,currentEmp20deqde[other]_0,currentEmp20qus_0,currentEmp20qus[other]_0,currentEmp21deqde_0,currentEmp22deqde_0,currentEmp22deqde[other]_0,currentEmp23deqde_0,currentEmp23deqde[other]_0,currentEmp24deqde_0,currentEmp24deqde[other]_0,prevEmp1_0,prevEmp1[other]_0,prevEmp1qde_0,prevEmp1qde[other]_0,prevEmp1nl_0,prevEmp1nl[other]_0,prevEmp1qswiss_0,prevEmp1qswiss[other]_0,currentEmp5_0,currentEmp6_0,currentEmp60_0,currentEmp12_0,currentEmp10_0,currentEmp10[other]_0,currentEmp11_0,currentEmp13[1]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,currentEmp13[9]_0,currentEmp13[10]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,currentEmp13[other]_0,likert0[1]_0,likert0[2]_0,likert0[3]_0,likert0[4]_0,likert0[5]_0,likert1[1]_0,likert1[2]_0,likert1[3]_0,likert1[4]_0,likert1[5]_0,likert3a[SQ001]_0,likert3b[SQ001]_0,likert4a[1]_0,likert4b[1]_0,likert4b[2]_0,likert4c[1]_0,likert4c[2]_0,likert4c[3]_0,likert5b[1]_0,likert5b[2]_0,likert5b[3]_0,likert5a[1]_0,likert5a[2]_0,likert5a[3]_0,turnOver3[SQ001]_0,turnOver3zaf[1]_0,turnOver3zaf[2]_0,turnOver3zaf[3]_0,turnOver3zaf[4]_0,turnOver3zaf[5]_0,turnOver3zaf[6]_0,turnOver3zaf[7]_0,turnOver3zaf[8]_0,turnOver3zaf[9]_0,org3de_0,org4de[1]_0,org4de[2]_0,org4de[3]_0,org4de[4]_0,org4de[5]_0,org4de[6]_0,org4de[7]_0,org4de[8]_0,org4de[9]_0,org4de[10]_0,org4de[other]_0,org5de_0,org5de[other]_0,org6de[1]_0,org6de[2]_0,org6de[3]_0,org6de[4]_0,org6de[5]_0,org6de[6]_0,org6de[7]_0,org6de[other]_0,org7de_0,turnOver4zaf[1]_0,turnOver4zaf[2]_0,turnOver4zaf[3]_0,turnOver4zaf[4]_0,turnOver4zaf[other]_0,currentWork2_0,currentWork1_0,currentWork2qcl[1]_0,currentWork2qcl[2]_0,currentWork2qcl[3]_0,currentWork2qcl[4]_0,currentWork2qcl[other]_0,paper3mod_0,conf1can_0,conf2can_0,ref1uk_0,currentWork3nord_0,proj1can_0,stability1_0,stability2_0,proj8can_0,proj7can_0,proj4can[SQ001]_0,proj4can[SQ002]_0,proj4can[SQ003]_0,proj4can[SQ004]_0,proj4can[SQ006]_0,proj4can[SQ005]_0,proj4can[other]_0,proj5zaf[SQ001]_0,proj5zaf[SQ003]_0,proj5zaf[SQ004]_0,proj5zaf[SQ002]_0,proj5zaf[SQ005]_0,proj5zaf[other]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,proj6zaf[7]_0,proj6zaf[8]_0,proj6zaf[9]_0,proj6zaf[10]_0,proj6zaf[11]_0,proj6zaf[other]_0,proj5can_0,proj5can[other]_0,train2_0,train4qzaf_0,train3_0,train4_0,train5[1]_0,train5[2]_0,train5[3]_0,train5[4]_0,train5[5]_0,train5[6]_0,train5[other]_0,fund3[1]_0,fund3[2]_0,fund3[3]_0,fund3[4]_0,fund3[5]_0,fund3[6]_0,fund3[7]_0,fund3[other]_0,fund1can_0,fund1can[other]_0,fund3qnl_0,fund1uk_0,fund1nord_0,tool5[SQ003]_0,tool5[SQ004]_0,tool5[SQ005]_0,tool5[SQ006]_0,tool5[SQ007]_0,tool5[SQ009]_0,tool5[other]_0,tool5can[1]_0,tool5can[2]_0,tool5can[3]_0,tool5can[4]_0,tool5can[5]_0,tool5can[6]_0,tool5can[7]_0,tool5can[8]_0,tool5can[9]_0,tool5can[other]_0,tool2_0,tool2[other]_0,tool4can[SQ001]_0,tool4can[SQ002]_0,tool4can[SQ003]_0,tool4can[SQ004]_0,tool4can[SQ005]_0,tool4can[SQ006]_0,tool4can[SQ007]_0,tool4can[SQ008]_0,tool4can[SQ009]_0,tool4can[SQ010]_0,tool4can[SQ011]_0,tool4can[SQ012]_0,tool4can[SQ013]_0,tool4can[SQ014]_0,tool4can[SQ015]_0,tool4can[SQ016]_0,tool4can[SQ017]_0,tool4can[SQ018]_0,tool4can[SQ019]_0,tool4can[SQ020]_0,tool4can[SQ021]_0,tool4can[SQ022]_0,tool4can[SQ023]_0,tool4can[SQ024]_0,tool4can[SQ025]_0,tool4can[SQ026]_0,tool4can[SQ027]_0,tool4can[SQ028]_0,tool4can[SQ029]_0,tool4can[SQ030]_0,tool4can[SQ031]_0,tool4can[SQ032]_0,tool4can[SQ033]_0,tool4can[SQ034]_0,tool4can[SQ035]_0,tool4can[SQ036]_0,tool4can[other]_0,ukrse3[1]_0,ukrse3[2]_0,ukrse3[3]_0,ukrse3[4]_0,ukrse3[5]_0,ukrse3[6]_0,ukrse3[other]_0,skillNord_0,skill2[SQ001]_0,skill2[SQ002]_0,skill2[SQ003]_0,genAI1_0,genAI2[1]_0,genAI2[2]_0,genAI2[3]_0,genAI2[4]_0,genAI2[5]_0,genAI2[6]_0,genAI2[other]_0,genAI3[1]_0,genAI3[2]_0,genAI3[3]_0,genAI3[4]_0,genAI3[5]_0,genAI3[6]_0,genAI3[7]_0,genAI3[other]_0,genAI4[SQ001]_0,genAI5[1]_0,genAI5[2]_0,genAI5[3]_0,genAI6_0,socio3_0,row_id,Year_0,likert2a[1]_0,likert2a[2]_0,open1can[SQ001]_0,likert2b[SQ001]_0,paper2mod[1]_0,paper2mod[2]_0,paper2mod[3]_0,paper2mod[4]_0,paper2mod[5]_0,currentEmp2q_0,edu1_0
10,2026-01-20 11:44:43,en,1403289928,2026-01-20 11:34:59,United Kingdom,True,Physical sciences,4,True,7,True,False,True,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Research Fellow,False,,Full Time,Fixed-term,,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,60%,20%,,,20%,80%,20%,,,,Agree,Neither agree or disagree,Neither agree or disagree,,,,,,Strongly Agree,Strongly disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,"Domain conferences/workshops (MRS, EMRS RSC, Faraday Discussions, PSDI workshops)",I didn't know I was eligible/this was possible,,5-9,1,False,,,False,False,False,False,True,False,Canary deployments/staggered rollouts,False,True,False,False,False,,False,False,True,True,True,False,False,True,False,False,False,,,,3-5,,"Local training, project-specific workshops",False,,,,,,,,False,True,True,False,True,False,False,,,,,True,,False,True,True,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,Management,Grant-writing,UI Design,Daily,True,True,True,True,True,True,,False,True,False,False,False,True,False,Local LLMs via OpenCode,It will increase demand for RSE roles,Increase,Same,Same,"Skepticism, patience, rigour",25 to 34 years,2026_10,2026,5.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,,University of Cambridge,PhD
11,2026-01-20 11:43:59,en,926400019,2026-01-20 11:36:22,United Kingdom,True,Physical sciences,5 - Mostly other people,True,15+,True,False,True,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,This is my first job,,,,,,,,Research Fellow,False,,Full Time,Permanent,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,40%,20%,20%,20%,20%,40%,20%,0% (None at all),20%,,Neither agree or disagree,Neither agree or disagree,Strongly disagree,,,,,,Neither agree or disagree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,"UK Swift HEP workshops, various international workshops",False,,1-4,1,False,,,False,False,False,False,True,False,,False,True,False,False,False,,False,False,True,False,True,False,True,True,False,False,False,mattermost,,,1-2,,Lectures to first year PhD students on basics of python/c++ research and ML software,False,,,,,,,,False,True,False,False,False,False,False,,,,,True,,False,True,False,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,bash,False,True,False,False,False,True,,,,,,Daily,True,False,False,False,False,True,,False,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Increase,Same,Same,"Need to be already skilled in software development, to be able to understand when not to use the output of generative AI.",45 to 54 years,2026_11,2026,3.0,3.0,3.0,,5.0,1.0,1.0,5.0,5.0,University of Sheffield,PhD
12,2026-01-20 11:49:15,en,176091126,2026-01-20 11:37:10,United Kingdom,True,Physical sciences,5 - Mostly other people,True,15+,True,False,True,,,,False,False,False,False,False,Contribution to the work of the RSE society,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Research Fellow,False,,Full Time,Fixed-term,,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,60%,0% (None at all),0% (None at all),0% (None at all),40%,80%,0% (None at all),0% (None at all),0% (None at all),20%,Strongly Agree,Strongly Agree,Agree,,,,,,Neither agree or disagree,Neither agree or disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,"ADASS, IVOA, some other astronomy conferences",True,,1-4,1,False,,,False,False,True,False,True,False,,True,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,1-2,,,False,,,,,,,,False,True,False,False,False,False,False,,,,,True,,False,False,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,True,False,False,False,False,,,,,,Never,,,,,,,,,,,,,,,,,Same,Same,Same,,55 to 64 years,2026_12,2026,3.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,University of Bristol,PhD
13,2026-01-20 12:21:38,en,310497130,2026-01-20 12:12:35,United Kingdom,True,Physical sciences,5 - Mostly other people,True,5,True,,True,,,,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,Non-profit organization,,,,,,,,,,,,,,,,,,,,,,,Government,,,,,,,,Senior Research Software Engineer,False,,Full Time,Permanent,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,20%,0% (None at all),40%,40%,0% (None at all),20%,20%,40%,20%,,Disagree,Agree,Neither agree or disagree,,,,,,Agree,Disagree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,True,"RSECon, NERC Digital Gathering",False,,5-9,1,False,,,False,False,True,False,False,False,,False,True,False,False,False,,False,False,True,True,True,True,False,True,False,False,False,,,,11 or more,,Software Carpentries run internally,False,,,,,,,,True,True,False,False,False,False,False,,,,,True,,False,False,True,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,,,Better Matlab,Project management,Time management,Never,,,,,,,,,,,,,,,,,,,,,25 to 34 years,2026_13,2026,,,3.0,2.0,,,,,,,PhD
14,,en,1997011648,2026-01-20 12:35:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_14,2026,,,,,,,,,,,
15,2026-01-20 13:14:31,en,1824074990,2026-01-20 13:05:10,United Kingdom,True,Biological sciences,5 - Mostly other people,True,15+,True,False,False,True,,,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,Full Time,Permanent,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Multi-disciplinary,40%,20%,20%,0% (None at all),20%,100% (All my time),,,,,Neither agree or disagree,Neither agree or disagree,Disagree,,,,,,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,RSECon,I don't know what this means,,1-4,1,False,,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,Zulip,,,0,,,False,,,,,,,,True,True,False,False,False,False,False,,,,,False,,False,False,True,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,,False,True,True,True,True,False,,,,,,Rarely (a few times a year),True,False,False,False,False,False,,True,False,False,False,False,False,False,,,Same,Same,Decrease,,Prefer not to say,2026_15,2026,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,University of Oxford,PhD
16,2026-01-20 13:32:04,de-informal,1466934188,2026-01-20 13:21:09,Netherlands,True,Computer science,5 - Mostly other people,True,15+,True,False,True,,,,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-profit organization (eScience center, SURF, and others)",,,,,,,,,,,,,,,,,,,,,Industry or commercial organization,,,,Research Software Engineer,False,,Full Time,Permanent,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,,60%,0% (None at all),0% (None at all),20%,20%,60%,20%,0% (None at all),20%,0% (None at all),,,Agree,,,,,,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,1-4,1,False,,,False,True,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,Codeberg,,,1-2,,"Software Carpentry, Data Carpentry",True,False,True,False,False,True,False,,True,False,False,False,False,False,False,,,,,,,False,True,False,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,False,True,False,True,False,True,,,,,,Weekly,True,False,False,False,False,False,,False,False,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Increase,Same,Same,"Software Engineering, Programming",45 to 54 years,2026_16,2026,4.0,4.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,,WO (Wetenschappelijk onderwijs) Masters Degree
17,2026-01-20 14:02:39,en,520729632,2026-01-20 13:43:08,United Kingdom,True,Physical sciences,5 - Mostly other people,True,13,True,True,True,,,,True,False,False,True,True,Policy advocacy,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Head of Research Software Engineering,False,,Part-time,Permanent,,,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,,0% (None at all),20%,60%,20%,20%,40%,40%,60%,40%,80%,Strongly Agree,Strongly Agree,Agree,,,,,,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,True,,10-14,1,True,,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,True,False,False,True,False,False,False,,,,3-5,,"Carpentries, developing and delivering local training",True,False,True,False,False,False,False,,True,True,False,False,False,False,True,,,,,True,,False,True,True,True,True,True,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,,,Portfolio management,Self-accountability,Long-form writing,Monthly,True,False,False,False,False,True,General non-technical communication,False,False,False,False,False,True,False,"Microsoft Copilot, locally-deployed LLMs",,,,,"Caution, ability to be critical",25 to 34 years,2026_17,2026,,,4.0,,,,,,,King's College London,Masters Degree
18,2026-01-20 14:13:01,en,1488016773,2026-01-20 13:44:02,United Kingdom,True,Computer science,4,True,15+,True,False,True,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Senior RSE,False,,Full Time,Permanent,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,40%,,40%,,20%,60%,,20%,,20%,Agree,Agree,Agree,,,,,,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,"Empirical Methods in Natural Language Processing Conference, European Chapter of the Association for Computational Linguistics",True,,1-4,1,False,,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,True,False,True,False,False,False,Miro,,,3-5,,Nvidia introduction to deep learning as part of their Deep Learning Institute,False,,,,,,,,False,True,False,False,True,False,False,,,,,True,,False,True,True,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,,True,True,True,True,False,True,,,Technical project management,People management,Test driven development,Rarely (a few times a year),True,False,False,False,False,False,,True,False,False,False,True,False,False,,It will not significantly change demand for RSEs roles,Same,Same,Decrease,"Deep understanding of code/problems that the AI is asked so solve, debugging, code comprehension",35 to 44 years,2026_18,2026,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,,University of Sheffield,PhD
19,2026-01-20 13:56:03,en,696866910,2026-01-20 13:49:08,Albania,False,Biological sciences,,True,6,ORCID is not relevant for me,False,False,True,,,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Non-profit organization,,,,,,,,,,,,,,,,,,,,,,,Non-profit organization,,,,,,,,,,,Prefer not to say,Prefer not to say,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,1-4,1,False,False,,False,False,True,False,False,False,,False,True,False,False,False,,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,True,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,,,,,,,,2026_19,2026,,1.0,3.0,2.0,1.0,,,,,,Undergraduate degree
20,,en,528847968,2026-01-20 13:52:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_20,2026,,,,,,,,,,,
21,2026-01-20 14:49:36,en,1212698059,2026-01-20 14:13:16,Germany,True,,2,True,8,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Planck Society,,,,,,,,,,,,,,,,,Other,Animal Behavior,,,,,Private company,,,,,,Data Manager,False,,Full Time,Permanent,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40%,0% (None at all),0% (None at all),20%,40%,80%,0% (None at all),0% (None at all),20%,0% (None at all),Agree,Agree,,,,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Agree,,,,,,,,,,,,,,"Yes, I see some demand",True,True,True,False,True,False,True,False,False,True,,Not sure,,True,False,True,True,True,False,True,,"RE: primary tasks
IMO funding ambitious RSE projects would be the most important role of such an org! There are a lot of opportunities that would have significant impacts on many research projects, but not enough on any individual project to justify being part of that project's research grant. Also, insuring longevity of popular open source projects is always much needed.

Also, as far as setting standards, setting standards particularly for security would be helpful (in addition to quality, metadata, etc. mentioned in this option.)

RE: community engagement and knowledge transfer
It would be helpful for a central organization to organize/facilitate *advanced* RSE courses/workshops. For RSEs who interact primarily with researchers to improve their own skills. Similarly for trainer-training, would be more helpful to offer something aimed at folks who are actively teaching technical skills to improve their skills rather than Carpentries-style instructor training which seems more aimed at first-time instructors.

As far as training materials, good quality references are increasingly hard to find as everything is overrun with AI slop. Probably would not need to generate new material, but curating high quality, actively maintained, human written reference materials on various topics would be helpful.",,,,,,False,"Different researchers, same research group",,,,,,False,False,,,,1-4,1,False,False,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,False,True,False,False,False,False,False,False,False,,No formal methodology,,1-2,,"Institute-level training primarily aimed at PhD students, open to MS and Post Docs. I am responsible for the material and sometimes draw from/remix carpentries materials.",True,True,True,False,False,True,False,,True,False,False,False,False,False,False,,,,,,,False,False,True,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,True,"Learned on-the-job as a SWE in industry, not in my current role in academia.",,Communication/Pedagogy,Grant writing,Data storage systems,Rarely (a few times a year),True,False,False,False,False,False,,True,False,False,False,False,False,False,,It will not significantly change demand for RSEs roles,Same,Same,Decrease,"Need to be able to break down a task into subtasks that are comprehensible to the AI and testable by you, need to know enough to understand what is generated line by line and to check if what is generated is both producing the correct result and taking a sensible approach",25 to 34 years,2026_21,2026,5.0,3.0,5.0,3.0,1.0,,5.0,3.0,1.0,,Masters Degree
22,,de-informal,1796559581,2026-01-20 14:15:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_22,2026,,,,,,,,,,,
23,2026-01-20 14:47:52,en,2017890279,2026-01-20 14:26:03,United States,True,Historical and philosophical studies,3,True,6,True,False,True,,,,True,False,True,True,True,,,"- Community events (virtual or in person) for discussing best practices or approaches for RSEs
- Workshops in specific problems in the field
",- Meaningful networking opportunities that help advance my career,$100,,,,,,,,,,,,,,,,,,,,Other,Research library,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,Digital Scholarship Programmer,False,,Full Time,Permanent,,,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,,60%,20%,0% (None at all),0% (None at all),20%,60%,20%,20%,0% (None at all),0% (None at all),Agree,Agree,Agree,,,,,,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,1-4,1,False,,,False,True,True,False,True,False,,False,True,False,False,False,,False,False,True,True,False,True,False,True,False,False,False,,,,1-2,,In-house training for other staff,False,,,,,,,,True,True,False,False,False,False,False,,,,,,,False,False,True,False,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,False,True,False,True,True,False,,,Rust,Linear algebra,Test-driven development,Rarely (a few times a year),False,False,False,False,False,False,Automated code review,False,False,False,False,False,False,False,CodeRabbit AI,It will not significantly change demand for RSEs roles,Same,Same,Decrease,solid understanding of software engineering,35 to 44 years,2026_23,2026,3.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,1.0,,PhD
24,2026-01-20 14:54:34,en,2016698683,2026-01-20 14:35:51,United Kingdom,True,Computer science,5 - Mostly other people,True,15+,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National laboratory,,,,,,,,,,,,,,,,,,,,,,,Private company,,,,,,,,Software Infrastructure Engineer,False,,Full Time,Fixed-term,,3.0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,60%,20%,0% (None at all),0% (None at all),20%,20%,60%,0% (None at all),20%,0% (None at all),Disagree,Disagree,Disagree,,,,,,Neither agree or disagree,Disagree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,False,,I don't know what this means,,1-4,1,False,,,False,True,True,False,True,False,,False,True,False,False,False,,False,True,True,True,True,False,True,True,False,False,False,,,,0,,I sometimes talk at developer meetups,False,,,,,,,,True,True,True,False,False,False,False,,,,,False,,True,True,False,True,False,False,,,,,,,,,,,,macOS,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,,False,True,True,True,False,False,,,Computational biology for genomic data analysis,Structural biology,Chemistry,Daily,True,True,True,True,False,False,,True,False,False,False,False,True,False,,It will reduce demand for RSE roles,Same,Increase,Decrease,Be conservative and use it sparingly,35 to 44 years,2026_24,2026,5.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,,,Masters Degree
